term,refused_count,complied_count,log_odds
exec command,13,11,0.15415067982725836
event to,20,17,0.15415067982725836
runs only,13,11,0.15415067982725836
address resolution,13,11,0.15415067982725836
the worker,13,11,0.15415067982725836
to api,13,11,0.15415067982725836
blue team,13,11,0.15415067982725836
include detailed,20,17,0.15415067982725836
lab network,13,11,0.15415067982725836
endpoint via,13,11,0.15415067982725836
the patterns,13,11,0.15415067982725836
def int,13,11,0.15415067982725836
key bytes,27,23,0.15415067982725836
validate their,13,11,0.15415067982725836
config config,239,205,0.15276275455241017
validation framework,49,42,0.1508228897345837
bytes to,28,24,0.14842000511827322
for audit,50,43,0.14763599880606468
endpoint str,21,18,0.14660347419187544
self config,686,593,0.14545497285970443
import socket,73,63,0.1451820098444979
http newrequest,14,12,0.14310084364067324
for content,29,25,0.14310084364067324
command via,14,12,0.14310084364067324
dict list,59,51,0.14310084364067324
for system,14,12,0.14310084364067324
config logger,22,19,0.13976194237515863
validation test,23,20,0.13353139262452257
config return,23,20,0.13353139262452257
and is,39,34,0.13353139262452257
pattern pattern,15,13,0.13353139262452257
techniques and,15,13,0.13353139262452257
import random,31,27,0.13353139262452257
security test,15,13,0.13353139262452257
our security,72,63,0.1315763577887193
used for,56,49,0.131028262406404
to simulate,24,21,0.127833371509885
include comments,41,36,0.1267517056391438
now strftime,16,14,0.125163142954006
discovery and,16,14,0.125163142954006
use only,16,14,0.125163142954006
toolkit for,16,14,0.125163142954006
info logger,16,14,0.125163142954006
events for,16,14,0.125163142954006
resp err,25,22,0.12260232209233228
endpoint endpoint,25,22,0.12260232209233228
from go,25,22,0.12260232209233228
our it,17,15,0.11778303565638346
this pattern,17,15,0.11778303565638346
to config,26,23,0.11778303565638346
to each,17,15,0.11778303565638346
regex pattern,17,15,0.11778303565638346
to validate,128,114,0.11488027599842202
logger printf,92,82,0.11375888535665797
random import,27,24,0.11332868530700327
atomic red,27,24,0.11332868530700327
time newticker,18,16,0.1112256351102244
filepath join,28,25,0.10919929196499202
config get,48,43,0.10763066419236536
code that,19,17,0.10536051565782635
str username,19,17,0.10536051565782635
self endpoint,39,35,0.10536051565782635
analysis students,20,18,0.10008345855698264
header set,62,56,0.10008345855698264
for completion,10,9,0.09531017980432495
dict mapping,10,9,0.09531017980432495
cs advanced,10,9,0.09531017980432495
validates detection,10,9,0.09531017980432495
detailed comments,21,19,0.09531017980432495
with standard,10,9,0.09531017980432495
can use,10,9,0.09531017980432495
systems the,10,9,0.09531017980432495
target and,10,9,0.09531017980432495
flex justify,10,9,0.09531017980432495
stdout str,10,9,0.09531017980432495
critical finding,10,9,0.09531017980432495
full assessment,10,9,0.09531017980432495
str stderr,10,9,0.09531017980432495
lab requires,10,9,0.09531017980432495
under our,21,19,0.09531017980432495
students cannot,10,9,0.09531017980432495
stderr str,10,9,0.09531017980432495
implement http,10,9,0.09531017980432495
understand how,66,60,0.09381875521765491
while true,22,20,0.0909717782057268
with configurable,45,41,0.0909717782057268
implementation with,58,53,0.08855339734144504
need realistic,23,21,0.0870113769896297
if test,11,10,0.0870113769896297
os signal,11,10,0.0870113769896297
close return,11,10,0.0870113769896297
control buttons,11,10,0.0870113769896297
key for,35,32,0.0870113769896297
python class,11,10,0.0870113769896297
hidden files,11,10,0.0870113769896297
testing tools,11,10,0.0870113769896297
on success,35,32,0.0870113769896297
and api,11,10,0.0870113769896297
data def,11,10,0.0870113769896297
validation tool,11,10,0.0870113769896297
credentials from,24,22,0.08338160893905101
the provided,12,11,0.08004270767353636
sequences for,12,11,0.08004270767353636
suitable for,12,11,0.08004270767353636
query and,12,11,0.08004270767353636
with appropriate,38,35,0.08004270767353636
execution to,12,11,0.08004270767353636
that reads,12,11,0.08004270767353636
session headers,12,11,0.08004270767353636
id from,12,11,0.08004270767353636
write to,39,36,0.07796154146971192
make chan,26,24,0.0769610411361284
for pattern,26,24,0.0769610411361284
err return,26,24,0.0769610411361284
return response,26,24,0.0769610411361284
success bool,26,24,0.0769610411361284
from environment,26,24,0.0769610411361284
returns true,40,37,0.07598590697792207
configuration for,152,141,0.07461086379117464
and session,13,12,0.07410797215372183
interface interface,13,12,0.07410797215372183
requirements for,13,12,0.07410797215372183
self host,27,25,0.07410797215372183
the clipboard,13,12,0.07410797215372183
def cls,14,13,0.06899287148695143
injection detection,14,13,0.06899287148695143
endpoint and,14,13,0.06899287148695143
optional dict,91,85,0.0674412807955325
complete python,30,28,0.06669137449867214
patterns pass,15,14,0.06453852113757116
material for,15,14,0.06453852113757116
token str,15,14,0.06453852113757116
and payload,15,14,0.06453852113757116
platform node,15,14,0.06453852113757116
auto auto,48,45,0.06317890162153168
os getenv,49,46,0.06187540371808746
futures import,16,15,0.06062462181643485
self initialize,16,15,0.06062462181643485
title bar,33,31,0.06062462181643485
start def,16,15,0.06062462181643485
ticker time,16,15,0.06062462181643485
initialize self,17,16,0.05715841383994863
code execution,17,16,0.05715841383994863
float optional,17,16,0.05715841383994863
timing analysis,17,16,0.05715841383994863
analysis def,17,16,0.05715841383994863
loop for,18,17,0.0540672212702758
security training,19,18,0.05129329438755048
will analyze,19,18,0.05129329438755048
the isolated,19,18,0.05129329438755048
error err,39,37,0.05129329438755048
req if,19,18,0.05129329438755048
import sys,81,77,0.05001042057466142
active directory,20,19,0.04879016416943205
complete the,41,39,0.04879016416943205
param string,21,20,0.0465200156348929
and capture,21,20,0.0465200156348929
import asyncio,21,20,0.0465200156348929
the output,21,20,0.0465200156348929
to temp,22,21,0.044451762570833796
for students,23,22,0.042559614418795896
generate unique,24,23,0.0408219945202552
specimen for,25,24,0.03922071315328133
select case,25,24,0.03922071315328133
on port,25,24,0.03922071315328133
security audit,26,25,0.037740327982847106
import requests,56,54,0.03571808260207924
field lambda,57,55,0.03509131981127019
pattern matching,36,35,0.027398974188114343
self interface,38,37,0.025975486403260736
config if,40,39,0.02469261259037141
students trace,41,40,0.02409755157906052
aes cbc,42,41,0.023530497410194032
to our,128,125,0.023530497410194032
req header,45,44,0.021978906718775164
tuple str,59,58,0.016807118316381188
import subprocess,62,61,0.016000341346441117
os import,133,131,0.015037877364540502
to python,88,87,0.011299555253933466
field name,17,17,0.0
connections and,10,10,0.0
connected to,11,11,0.0
infrastructure the,21,21,0.0
import defaultdict,9,9,0.0
for testing,64,64,0.0
err http,17,17,0.0
connecting to,10,10,0.0
function to,11,11,0.0
mac address,15,15,0.0
configuration from,30,30,0.0
str encode,10,10,0.0
for target,23,23,0.0
with json,19,19,0.0
dfor module,13,13,0.0
our data,10,10,0.0
form submission,24,24,0.0
logging streamhandler,10,10,0.0
log net,14,14,0.0
dns queries,11,11,0.0
json status,18,18,0.0
false self,67,67,0.0
none load,11,11,0.0
this technique,11,11,0.0
this module,80,80,0.0
bool optional,9,9,0.0
bool send,13,13,0.0
calls to,14,14,0.0
analysis tools,17,17,0.0
catch error,12,12,0.0
rejected by,14,14,0.0
and output,14,14,0.0
status result,12,12,0.0
must detect,16,16,0.0
asyncio import,17,17,0.0
for data,17,17,0.0
for analytics,9,9,0.0
str bytes,43,43,0.0
str todo,43,43,0.0
format todo,11,11,0.0
compare against,10,10,0.0
to trigger,14,14,0.0
for large,9,9,0.0
for len,9,9,0.0
timestamp for,12,12,0.0
before our,14,14,0.0
timestamp date,14,14,0.0
json response,14,14,0.0
ticker stop,15,15,0.0
cloudflare workers,11,11,0.0
validation testing,10,10,0.0
validation logic,12,12,0.0
core requirements,13,13,0.0
com api,13,13,0.0
for realistic,11,11,0.0
for months,10,10,0.0
command and,17,17,0.0
sys import,66,66,0.0
self platform,12,12,0.0
in an,10,10,0.0
in binary,10,10,0.0
detection pattern,13,13,0.0
detection patterns,19,19,0.0
detection gap,13,13,0.0
and target,11,11,0.0
url text,9,9,0.0
shadow rgba,11,11,0.0
set content,29,29,0.0
session requests,20,20,0.0
our organization,12,12,0.0
defer ticker,15,15,0.0
running true,17,17,0.0
script body,10,10,0.0
system is,9,9,0.0
for use,10,10,0.0
and log,26,26,0.0
pattern return,11,11,0.0
lang en,10,10,0.0
size bytes,10,10,0.0
self credentials,12,12,0.0
message for,11,11,0.0
tuple optional,12,12,0.0
training module,13,13,0.0
metadata todo,15,15,0.0
our research,14,14,0.0
self to,10,10,0.0
integration for,12,12,0.0
interface and,9,9,0.0
via our,15,15,0.0
ip address,14,14,0.0
with retry,24,24,0.0
align center,9,9,0.0
config json,30,30,0.0
to build,71,72,-0.013793322132335873
post to,66,67,-0.014815085785140587
self none,223,228,-0.022075951699199847
proper error,38,39,-0.025317807984289897
with exponential,34,35,-0.028170876966696335
return err,30,31,-0.0317486983145803
struct stat,29,30,-0.03278982282299084
self target,29,30,-0.03278982282299084
in memory,56,58,-0.034486176071169314
session self,27,28,-0.03509131981127006
lab environment,81,84,-0.03593200922606332
validation for,26,27,-0.03636764417087483
list optional,53,55,-0.03636764417087483
mitre att,131,136,-0.03717900324175401
to run,25,26,-0.037740327982847086
bytes bytes,25,26,-0.037740327982847086
the go,25,26,-0.037740327982847086
validation def,24,25,-0.03922071315328127
self logger,71,74,-0.040821994520255166
threading import,70,73,-0.04138521616285436
package main,20,21,-0.04652001563489281
to capture,19,20,-0.048790164169432056
str command,19,20,-0.048790164169432056
endpoint for,39,41,-0.048790164169432056
import platform,19,20,-0.048790164169432056
return fmt,113,119,-0.05129329438755058
patterns the,18,19,-0.05129329438755058
self payload,18,19,-0.05129329438755058
use to,18,19,-0.05129329438755058
them to,17,18,-0.05406722127027582
platform import,17,18,-0.05406722127027582
import struct,50,53,-0.05715841383994864
for key,15,16,-0.060624621816434854
token for,15,16,-0.060624621816434854
for cross,15,16,-0.060624621816434854
to analyze,15,16,-0.060624621816434854
configuration management,14,15,-0.06453852113757116
build detection,14,15,-0.06453852113757116
shared library,14,15,-0.06453852113757116
an isolated,14,15,-0.06453852113757116
execution environment,14,15,-0.06453852113757116
path path,43,46,-0.0659579677917974
with proper,57,61,-0.06669137449867227
security team,70,75,-0.06805346324501564
generate and,13,14,-0.06899287148695143
config try,13,14,-0.06899287148695143
httpclient http,13,14,-0.06899287148695143
run in,13,14,-0.06899287148695143
config cfg,13,14,-0.06899287148695143
must be,97,104,-0.06899287148695143
to how,65,70,-0.07302513501488989
att ck,131,141,-0.07302513501488989
import os,144,155,-0.07312226482896261
capture the,12,13,-0.07410797215372183
log for,12,13,-0.07410797215372183
sys argv,12,13,-0.07410797215372183
connection errors,12,13,-0.07410797215372183
browser security,12,13,-0.07410797215372183
import bytes,12,13,-0.07410797215372183
pattern and,12,13,-0.07410797215372183
not use,12,13,-0.07410797215372183
ca certificate,12,13,-0.07410797215372183
component is,12,13,-0.07410797215372183
sync time,12,13,-0.07410797215372183
context with,12,13,-0.07410797215372183
struct config,24,26,-0.07696104113612831
host str,24,26,-0.07696104113612831
request with,24,26,-0.07696104113612831
import dict,36,39,-0.0779615414697118
or self,23,25,-0.08004270767353637
int const,35,38,-0.08004270767353637
with and,23,25,-0.08004270767353637
engine for,11,12,-0.08004270767353637
are logged,11,12,-0.08004270767353637
synthetic review,11,12,-0.08004270767353637
justify content,11,12,-0.08004270767353637
resp body,35,38,-0.08004270767353637
for files,11,12,-0.08004270767353637
only to,11,12,-0.08004270767353637
an equivalent,11,12,-0.08004270767353637
needed for,22,24,-0.08338160893905101
and verify,22,24,-0.08338160893905101
interface str,22,24,-0.08338160893905101
the fake,22,24,-0.08338160893905101
str https,21,23,-0.0870113769896298
of target,10,11,-0.0870113769896298
platform str,10,11,-0.0870113769896298
monitoring service,10,11,-0.0870113769896298
found in,10,11,-0.0870113769896298
clipboard content,21,23,-0.0870113769896298
print json,10,11,-0.0870113769896298
from chrome,10,11,-0.0870113769896298
none dataclass,21,23,-0.0870113769896298
return entry,10,11,-0.0870113769896298
loop todo,10,11,-0.0870113769896298
logic that,10,11,-0.0870113769896298
this class,10,11,-0.0870113769896298
bind to,10,11,-0.0870113769896298
exponential backoff,43,47,-0.0870113769896298
batch processing,10,11,-0.0870113769896298
and captures,10,11,-0.0870113769896298
interface self,21,23,-0.0870113769896298
text align,10,11,-0.0870113769896298
files with,10,11,-0.0870113769896298
import threading,86,94,-0.08796877294595716
that demonstrates,30,33,-0.09237332013101517
cross platform,30,33,-0.09237332013101517
browser window,40,44,-0.09309042306601198
info starting,50,55,-0.09352605801082348
func main,19,21,-0.0953101798043249
http response,19,21,-0.0953101798043249
html lang,9,10,-0.0953101798043249
lab session,9,10,-0.0953101798043249
content str,19,21,-0.0953101798043249
error console,9,10,-0.0953101798043249
head meta,9,10,-0.0953101798043249
str endpoint,9,10,-0.0953101798043249
en head,9,10,-0.0953101798043249
form action,9,10,-0.0953101798043249
for address,9,10,-0.0953101798043249
str query,9,10,-0.0953101798043249
meta charset,9,10,-0.0953101798043249
str generate,76,84,-0.0988458346366326
concurrent futures,18,20,-0.10008345855698253
do req,18,20,-0.10008345855698253
command execution,37,41,-0.10008345855698253
import optional,84,93,-0.10064352577968741
to maintain,27,30,-0.10178269430994236
go to,26,29,-0.10536051565782628
data in,17,19,-0.10536051565782628
format time,17,19,-0.10536051565782628
the agent,26,29,-0.10536051565782628
red team,53,59,-0.10536051565782628
if return,17,19,-0.10536051565782628
endpoint is,17,19,-0.10536051565782628
our ml,16,18,-0.11122563511022437
for session,16,18,-0.11122563511022437
json payload,33,37,-0.11122563511022437
threading from,16,18,-0.11122563511022437
for compliance,66,74,-0.1127954941453444
and data,24,27,-0.11332868530700313
and connection,24,27,-0.11332868530700313
implementation of,24,27,-0.11332868530700313
headers content,24,27,-0.11332868530700313
team needs,40,45,-0.11506932978478725
data to,47,53,-0.11778303565638351
this simulates,15,17,-0.11778303565638351
http post,23,26,-0.11778303565638351
connection to,55,62,-0.11778303565638351
items center,15,17,-0.11778303565638351
str datetime,15,17,-0.11778303565638351
none stop,15,17,-0.11778303565638351
optional str,166,187,-0.11844815041319406
static int,46,52,-0.12014431184206321
the system,46,52,-0.12014431184206321
security validation,30,34,-0.12136085700426748
detection for,30,34,-0.12136085700426748
none def,83,94,-0.12306009275722725
and analysis,14,16,-0.12516314295400605
directory path,14,16,-0.12516314295400605
session todo,14,16,-0.12516314295400605
head body,14,16,-0.12516314295400605
payload to,21,24,-0.12783337150988489
endpoint with,20,23,-0.13353139262452263
call self,20,23,-0.13353139262452263
if success,13,15,-0.13353139262452263
str port,26,30,-0.13815033848081718
our network,26,30,-0.13815033848081718
returns tuple,19,22,-0.13976194237515874
in target,19,22,-0.13976194237515874
true def,19,22,-0.13976194237515874
session tokens,12,14,-0.1431008436406733
with config,12,14,-0.1431008436406733
dss requirement,25,29,-0.1431008436406733
in controlled,12,14,-0.1431008436406733
if present,12,14,-0.1431008436406733
output for,12,14,-0.1431008436406733
trace this,12,14,-0.1431008436406733
from our,31,36,-0.14518200984449786
self dict,183,212,-0.14635640810043946
console error,18,21,-0.1466034741918754
json file,37,43,-0.1466034741918754
the complete,216,252,-0.15349213518706065
any optional,11,13,-0.15415067982725836
integrity monitoring,11,13,-0.15415067982725836
logger self,11,13,-0.15415067982725836
creation with,11,13,-0.15415067982725836
the orchestration,11,13,-0.15415067982725836
white border,11,13,-0.15415067982725836
policy and,11,13,-0.15415067982725836
demonstrates how,23,27,-0.15415067982725836
self token,11,13,-0.15415067982725836
seconds between,11,13,-0.15415067982725836
how specimens,11,13,-0.15415067982725836
this component,11,13,-0.15415067982725836
random byte,11,13,-0.15415067982725836
events todo,11,13,-0.15415067982725836
url bar,28,33,-0.15906469462968742
detection pipeline,22,26,-0.1603426500751794
for educational,22,26,-0.1603426500751794
handling and,39,46,-0.1612681475961223
test case,33,39,-0.16251892949777494
our application,16,19,-0.16251892949777494
self profile,27,32,-0.1643030512912763
def main,104,123,-0.16632121544751347
api keys,21,25,-0.1670540846631662
returns none,10,12,-0.1670540846631662
analysis report,10,12,-0.1670540846631662
from legacy,10,12,-0.1670540846631662
include windows,10,12,-0.1670540846631662
username and,10,12,-0.1670540846631662
response text,10,12,-0.1670540846631662
path dict,10,12,-0.1670540846631662
metadata and,10,12,-0.1670540846631662
from memory,10,12,-0.1670540846631662
windows include,10,12,-0.1670540846631662
false class,10,12,-0.1670540846631662
patterns list,10,12,-0.1670540846631662
style head,10,12,-0.1670540846631662
email security,10,12,-0.1670540846631662
our team,10,12,-0.1670540846631662
embed in,10,12,-0.1670540846631662
file access,10,12,-0.1670540846631662
aggregate results,10,12,-0.1670540846631662
charset utf,10,12,-0.1670540846631662
time self,10,12,-0.1670540846631662
students to,26,31,-0.16989903679539747
resp statuscode,26,31,-0.16989903679539747
dict any,42,50,-0.17062551703076334
align items,15,18,-0.17185025692665928
followed by,15,18,-0.17185025692665928
string if,15,18,-0.17185025692665928
char struct,15,18,-0.17185025692665928
compliance validation,15,18,-0.17185025692665928
against our,20,24,-0.1743533871447778
handler for,20,24,-0.1743533871447778
across our,30,36,-0.17693070815907821
captive portal,40,48,-0.17824823140631876
self optional,159,191,-0.1823215567939546
that are,9,11,-0.1823215567939546
for host,9,11,-0.1823215567939546
set authorization,9,11,-0.1823215567939546
doctype html,14,17,-0.1823215567939546
structured output,9,11,-0.1823215567939546
calls and,9,11,-0.1823215567939546
received from,9,11,-0.1823215567939546
config file,9,11,-0.1823215567939546
log new,9,11,-0.1823215567939546
record for,14,17,-0.1823215567939546
analysis toolkit,9,11,-0.1823215567939546
server returns,9,11,-0.1823215567939546
string output,9,11,-0.1823215567939546
to allocate,9,11,-0.1823215567939546
command to,9,11,-0.1823215567939546
connection establishment,9,11,-0.1823215567939546
field datetime,9,11,-0.1823215567939546
for seconds,9,11,-0.1823215567939546
multipart form,9,11,-0.1823215567939546
api to,14,17,-0.1823215567939546
close self,14,17,-0.1823215567939546
include proper,29,35,-0.1823215567939546
datetime field,9,11,-0.1823215567939546
time millisecond,9,11,-0.1823215567939546
window controls,14,17,-0.1823215567939546
load and,9,11,-0.1823215567939546
url with,9,11,-0.1823215567939546
sensitive data,28,34,-0.1880522315029396
true bool,28,34,-0.1880522315029396
files in,18,22,-0.19105523676270925
data and,18,22,-0.19105523676270925
interface for,18,22,-0.19105523676270925
re import,32,39,-0.19237189264745613
is for,41,50,-0.1941560144409575
entry if,13,16,-0.1941560144409575
secret detection,13,16,-0.1941560144409575
to generate,36,44,-0.19574457712609536
fmt errorf,139,170,-0.2000211338933556
to redirect,8,10,-0.2006706954621511
log event,8,10,-0.2006706954621511
failed error,8,10,-0.2006706954621511
json format,8,10,-0.2006706954621511
with minimal,8,10,-0.2006706954621511
response bytes,8,10,-0.2006706954621511
practice for,8,10,-0.2006706954621511
range config,8,10,-0.2006706954621511
files todo,8,10,-0.2006706954621511
for and,8,10,-0.2006706954621511
indicators and,8,10,-0.2006706954621511
for result,8,10,-0.2006706954621511
return success,17,21,-0.2006706954621511
sentiment analysis,8,10,-0.2006706954621511
flask import,8,10,-0.2006706954621511
optional callable,21,26,-0.20479441264601328
the attacker,21,26,-0.20479441264601328
similar to,113,139,-0.20544397421480887
please provide,34,42,-0.20585205420414876
returns list,38,47,-0.20763936477824452
def path,12,15,-0.20763936477824452
on all,12,15,-0.20763936477824452
port self,12,15,-0.20763936477824452
here my,107,132,-0.20821790109753413
of all,29,36,-0.20972053098206903
error handling,89,110,-0.20972053098206903
if main,89,110,-0.20972053098206903
import time,144,178,-0.21065206342018064
request import,16,20,-0.2113090936672069
null this,16,20,-0.2113090936672069
the content,16,20,-0.2113090936672069
typing import,215,266,-0.21197025071608455
from typing,215,266,-0.21197025071608455
user agent,37,46,-0.21256144198367288
and compliance,20,25,-0.21357410029805904
internal security,20,25,-0.21357410029805904
post with,20,25,-0.21357410029805904
return nil,125,155,-0.21357410029805904
security awareness,28,35,-0.21622310846963597
bytes str,32,40,-0.21706450523782753
client for,36,45,-0.21772348384487053
by our,52,65,-0.21936282847430377
failed err,64,80,-0.22006188477680166
import threadpoolexecutor,11,14,-0.2231435513142097
equivalent python,23,29,-0.2231435513142097
response self,15,19,-0.2231435513142097
from concurrent,11,14,-0.2231435513142097
length len,11,14,-0.2231435513142097
response todo,11,14,-0.2231435513142097
enumerate all,11,14,-0.2231435513142097
stop for,11,14,-0.2231435513142097
datetime none,11,14,-0.2231435513142097
lock icon,11,14,-0.2231435513142097
padlock icon,11,14,-0.2231435513142097
for remote,15,19,-0.2231435513142097
platform platform,11,14,-0.2231435513142097
bytes buffer,11,14,-0.2231435513142097
via https,15,19,-0.2231435513142097
true return,19,24,-0.2231435513142097
int class,11,14,-0.2231435513142097
thread none,26,33,-0.23052365861183238
browser in,22,28,-0.2318016140573243
file path,22,28,-0.2318016140573243
for service,22,28,-0.2318016140573243
python version,18,23,-0.2336148511815052
requests from,18,23,-0.2336148511815052
that generates,18,23,-0.2336148511815052
def self,2432,3077,-0.23515497161530188
logging logger,14,18,-0.2363887780642304
fake browser,14,18,-0.2363887780642304
the service,40,51,-0.23767165187711958
porting our,36,46,-0.2392296890658341
if err,243,309,-0.23940407218599005
err req,10,13,-0.2411620568168881
in response,10,13,-0.2411620568168881
clipboard monitoring,10,13,-0.2411620568168881
int for,10,13,-0.2411620568168881
file paths,10,13,-0.2411620568168881
go func,10,13,-0.2411620568168881
should generate,10,13,-0.2411620568168881
optional datetime,10,13,-0.2411620568168881
to observe,10,13,-0.2411620568168881
struct import,39,50,-0.2429461786103895
status return,17,22,-0.24512245803298496
log all,17,22,-0.24512245803298496
maintain the,17,22,-0.24512245803298496
int none,42,54,-0.24613306953890846
key value,24,31,-0.2468600779315258
to create,31,40,-0.24783616390458124
import image,13,17,-0.25131442828090605
config agentconfig,13,17,-0.25131442828090605
validation and,27,35,-0.25131442828090605
with equivalent,27,35,-0.25131442828090605
asyncio run,13,17,-0.25131442828090605
err nil,244,314,-0.25131442828090605
body html,16,21,-0.2578291093020998
args path,26,34,-0.25951119548508456
fall back,9,12,-0.262364264467491
json config,9,12,-0.262364264467491
test our,9,12,-0.262364264467491
and retry,9,12,-0.262364264467491
path home,9,12,-0.262364264467491
server on,9,12,-0.262364264467491
post mortem,9,12,-0.262364264467491
user profile,9,12,-0.262364264467491
div id,9,12,-0.262364264467491
browser bitb,9,12,-0.262364264467491
printf starting,9,12,-0.262364264467491
url https,9,12,-0.262364264467491
count of,9,12,-0.262364264467491
simulates the,9,12,-0.262364264467491
tokens for,9,12,-0.262364264467491
class in,9,12,-0.262364264467491
to extract,32,42,-0.26469255422708216
str any,152,199,-0.2678794451556012
for post,12,16,-0.2682639865946794
now utc,12,16,-0.2682639865946794
service to,12,16,-0.2682639865946794
analysis for,12,16,-0.2682639865946794
run as,12,16,-0.2682639865946794
detection validator,12,16,-0.2682639865946794
toolkit from,12,16,-0.2682639865946794
data from,28,37,-0.2702903297399117
str self,108,142,-0.2714967480307636
to detect,95,125,-0.2719337154836418
regex patterns,15,20,-0.2719337154836418
only in,15,20,-0.2719337154836418
entry point,136,179,-0.2729759250620855
int optional,34,45,-0.2732933349996813
and execute,18,24,-0.2744368457017603
rate limiting,37,49,-0.2744368457017603
self filepath,21,28,-0.27625337662815824
validate that,46,61,-0.27698678333503296
nil fmt,42,56,-0.2818511521409877
list tuple,45,60,-0.28223246768421634
operations def,8,11,-0.2876820724517809
produce the,14,19,-0.2876820724517809
production this,8,11,-0.2876820724517809
process id,8,11,-0.2876820724517809
offset if,8,11,-0.2876820724517809
same functionality,8,11,-0.2876820724517809
break if,8,11,-0.2876820724517809
values for,8,11,-0.2876820724517809
per file,14,19,-0.2876820724517809
to open,11,15,-0.2876820724517809
compliance audit,17,23,-0.2876820724517809
include sys,23,31,-0.2876820724517809
list validationresult,11,15,-0.2876820724517809
datetime from,47,63,-0.2876820724517809
to avoid,29,39,-0.2876820724517809
sections python,8,11,-0.2876820724517809
for demonstration,14,19,-0.2876820724517809
allocate memory,14,19,-0.2876820724517809
text content,14,19,-0.2876820724517809
the encryption,8,11,-0.2876820724517809
code to,17,23,-0.2876820724517809
throw new,11,15,-0.2876820724517809
str password,17,23,-0.2876820724517809
type password,8,11,-0.2876820724517809
for name,8,11,-0.2876820724517809
for entry,8,11,-0.2876820724517809
to include,8,11,-0.2876820724517809
main import,23,31,-0.2876820724517809
python based,11,15,-0.2876820724517809
display flex,20,27,-0.2876820724517809
on windows,29,39,-0.2876820724517809
font weight,11,15,-0.2876820724517809
and store,8,11,-0.2876820724517809
read from,8,11,-0.2876820724517809
random random,8,11,-0.2876820724517809
header with,11,15,-0.2876820724517809
api endpoint,17,23,-0.2876820724517809
manipulation techniques,8,11,-0.2876820724517809
results for,29,39,-0.2876820724517809
self async,8,11,-0.2876820724517809
result with,8,11,-0.2876820724517809
database connection,8,11,-0.2876820724517809
the resulting,8,11,-0.2876820724517809
str none,181,242,-0.28905475626375304
tuple from,40,54,-0.29376111852816306
time now,80,108,-0.29689872755670493
err json,25,34,-0.2972515234679316
python with,22,30,-0.29849298855599654
self append,19,26,-0.3001045924503381
path for,19,26,-0.3001045924503381
the analytics,16,22,-0.3022808718729336
is true,16,22,-0.3022808718729336
internal company,16,22,-0.3022808718729336
log file,16,22,-0.3022808718729336
students need,47,64,-0.3031862589877461
content generation,30,41,-0.303682413798222
log entry,13,18,-0.30538164955118186
else result,13,18,-0.30538164955118186
management and,27,37,-0.30538164955118186
loop while,13,18,-0.30538164955118186
point if,13,18,-0.30538164955118186
python this,24,33,-0.30748469974796055
callable from,24,33,-0.30748469974796055
detection rules,146,199,-0.30788477976930034
to server,10,14,-0.31015492830383956
default json,10,14,-0.31015492830383956
the reference,10,14,-0.31015492830383956
error result,10,14,-0.31015492830383956
get https,10,14,-0.31015492830383956
str optional,65,89,-0.31015492830383956
str test,10,14,-0.31015492830383956
username password,32,44,-0.31015492830383956
str var,10,14,-0.31015492830383956
this for,15,21,-0.3184537311185346
help target,15,21,-0.3184537311185346
script that,15,21,-0.3184537311185346
datetime timedelta,15,21,-0.3184537311185346
self def,167,231,-0.322773392263051
to get,33,46,-0.3237870770938971
test suite,33,46,-0.3237870770938971
path import,12,17,-0.32542240043462795
status self,12,17,-0.32542240043462795
raw bytes,12,17,-0.32542240043462795
list from,12,17,-0.32542240043462795
self method,12,17,-0.32542240043462795
detection training,12,17,-0.32542240043462795
matches the,12,17,-0.32542240043462795
payload with,12,17,-0.32542240043462795
arp cache,12,17,-0.32542240043462795
client timeout,12,17,-0.32542240043462795
equivalent functionality,25,35,-0.32542240043462795
for our,349,485,-0.3282754694170343
runs as,17,24,-0.32850406697203605
for distributed,17,24,-0.32850406697203605
data err,17,24,-0.32850406697203605
network security,45,63,-0.3302416868705768
import json,166,232,-0.3330446411489454
path return,14,20,-0.3364722366212129
sleep self,14,20,-0.3364722366212129
if argc,9,13,-0.3364722366212129
import io,14,20,-0.3364722366212129
that calls,14,20,-0.3364722366212129
loop with,19,27,-0.3364722366212129
client do,9,13,-0.3364722366212129
returns the,19,27,-0.3364722366212129
log lstdflags,9,13,-0.3364722366212129
from local,9,13,-0.3364722366212129
security monitoring,14,20,-0.3364722366212129
samples for,14,20,-0.3364722366212129
compliance requirements,9,13,-0.3364722366212129
from internal,9,13,-0.3364722366212129
environment and,9,13,-0.3364722366212129
and user,9,13,-0.3364722366212129
of test,9,13,-0.3364722366212129
sleep except,9,13,-0.3364722366212129
implement test,9,13,-0.3364722366212129
that captures,9,13,-0.3364722366212129
nil return,145,204,-0.3394033574300718
self false,73,103,-0.34032580593720285
int dataclass,26,37,-0.34174929372205676
self findings,21,30,-0.34294475112683037
int struct,16,23,-0.34484048629172953
data bytes,52,74,-0.3471961999841886
standard practice,11,16,-0.3483066942682157
our dlp,11,16,-0.3483066942682157
this specimen,11,16,-0.3483066942682157
self session,47,67,-0.3483066942682157
status str,11,16,-0.3483066942682157
strings sync,11,16,-0.3483066942682157
self list,231,328,-0.349320379099062
const char,109,155,-0.34937564145712074
